Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Arable land (% of land area),AG.LND.ARBL.ZS,Indonesia,IDN,11.1798053621996,11.3161511837798,13.0273740457173,12.9721733082354,12.9721733082354,12.9721733082354,12.9721733082354,12.9721733082354,12.9721733082354,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,"Iran, Islamic Rep.",IRN,9.32611311672684,9.16279869348461,9.44890591615708,9.34084825265846,9.23279058915985,9.01728922615978,9.01728922615978,9.01728922615978,9.01728922615978,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Iraq,IRQ,11.4319683563116,9.3742140521755,9.20979922637686,9.90053416835513,9.94312948977712,10.6276257623827,11.5611061937467,11.5173403006044,11.5173403006044,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Ireland,IRL,15.1110465960226,15.6336188125998,14.675569748875,15.415880389026,16.9835970387574,16.1561910291769,15.3578168094063,6.57570039192916,6.47408912759472,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Isle of Man,IMN,35.2631585639819,31.7543866341574,44.5263143171344,43.8070163392184,37.719298245614,38.4210519623339,38.7719304938065,40.7017557244553,41.2280701754386,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Israel,ISR,15.8502772643253,15.6192236598891,13.5674679345433,13.6645107304543,13.6229199534644,13.2070234654792,13.8863216266174,13.7338268117852,13.6321626617375,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Italy,ITA,30.6415966815137,28.8293495630886,23.9409804854831,22.84626368396,24.1993608485755,23.2100360372612,22.8734616169171,22.4416944312232,22.4450941728429,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Jamaica,JAM,10.9879963065559,12.927054478301,11.0803324099723,11.0803324099723,11.0803324099723,11.0803324099723,11.0803324099723,11.0803324099723,11.0803324099723,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Japan,JPN,13.0773450356555,12.2743484224966,11.7459882046359,11.6690211353568,11.6469168312486,11.624972569673,11.5810840465218,11.5344524906737,11.4768488040377,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Jordan,JOR,2.03082498808071,2.1532184950136,2.00045062067488,1.97792302436941,2.44424419914395,2.60193737328227,2.67515206127506,2.56701953026001,2.67244868784451,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kazakhstan,KAZ,..,11.1713526618698,10.6248104534763,10.8088304661166,10.8650961217913,10.8881354293996,10.8882468422417,10.8882468422417,10.8882468422417,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kenya,KEN,8.76761429525249,8.59366763889377,9.66370313103982,10.1908142109147,10.3665179042063,10.1908142109147,10.1908142109147,10.1908142109147,10.1908142109147,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kiribati,KIR,2.46913580246914,2.46913580246914,2.46913580246914,2.46913580246914,2.46913580246914,2.46913580246914,2.46913580246914,2.46913580246914,2.46913580246914,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,"Korea, Dem. People’s Rep.",PRK,19.0017440411926,19.1014035379121,19.9318993439083,19.5166514409102,19.5166514409102,19.5166514409102,19.5166514409102,19.5166514409102,19.5166514409102,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,"Korea, Rep.",KOR,20.2467343976778,17.8104913953971,15.5041152263374,15.3102171005247,15.6427905782744,15.3531922567029,15.1493379862465,15.0289907127097,14.5760028625023,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kuwait,KWT,0.224466891133558,0.561167227833895,0.561167227833895,0.589225589225589,0.561167227833895,0.650954005694147,0.5331088664422,0.432098754728683,0.448933782267116,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kyrgyz Republic,KGZ,..,7.06986444212722,6.65380579338832,6.65224204595443,6.65589142641262,6.66684020423295,6.67674648376402,6.67883211678832,6.71532846715329,..,..,..
